manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,cc_default_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,nrpn_default_value,orientation,notes,usage
Bastl Instruments,Thyme+,Levels,Levels Robot Phase,,76,,0,127,,,,,,,0-based,,0-31: 0 degrees; 32-63: 90 degrees; 64-95: 180 degrees; 96-127: 270 degrees
Bastl Instruments,Thyme+,Levels,Levels Robot Polarity,,77,,0,127,,,,,,,0-based,,0-42: Negative; 43-85: Bipolar; 86-127: Positive
Bastl Instruments,Thyme+,Levels,Levels Robot Stereo,,78,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Levels,Levels Robot Sync,,79,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Spacing,Spacing Knob Value,,80,,0,127,,,,,,,0-based,,
Bastl Instruments,Thyme+,Spacing,Spacing Robot Amount,,81,,0,127,,,,,,,0-based,,
Bastl Instruments,Thyme+,Spacing,Spacing Robot Rate,,82,,0,127,,,,,,,0-based,,
Bastl Instruments,Thyme+,Spacing,Spacing Robot Shape,,83,,0,127,,,,,,,0-based,,
Bastl Instruments,Thyme+,Spacing,Spacing Robot Waveform,,84,,0,127,,,,,,,0-based,,0-15: Triangle; 16-31: Stepped Triangle; 32-47: XOR'd Flopping Triangle; 48-63: Stepped Ramp; 64-79: Stepped Random; 80-95: One Shot Decay; 96-111: ENV; 112-127: CV
Bastl Instruments,Thyme+,Spacing,Spacing Robot Phase,,85,,0,127,,,,,,,0-based,,0-31: 0 degrees; 32-63: 90 degrees; 64-95: 180 degrees; 96-127: 270 degrees
Bastl Instruments,Thyme+,Spacing,Spacing Robot Polarity,,86,,0,127,,,,,,,0-based,,0-42: Negative; 43-85: Bipolar; 86-127: Positive
Bastl Instruments,Thyme+,Spacing,Spacing Robot Stereo,,87,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Spacing,Spacing Robot Sync,,88,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Global,Scale Change Bank,,0,,0,127,,,,,,,0-based,,
Bastl Instruments,Thyme+,Controls,Footswitch,,64,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Controls,Randomize Tape Machine,,65,,0,127,,,,,,,0-based,,64-127: Trigger
Bastl Instruments,Thyme+,Controls,Randomize Robots,,66,,0,127,,,,,,,0-based,,64-127: Trigger
Bastl Instruments,Thyme+,Controls,Randomize Robots & Tape Machine,,67,,0,127,,,,,,,0-based,,64-127: Trigger
Bastl Instruments,Thyme+,Controls,Freeze,,68,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Controls,Link,,69,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Controls,Delay Sync,,70,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Synthesis,Karplus Strong Decay Time Compensation,,89,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
Bastl Instruments,Thyme+,Controls,Change Pattern,,90,,0,127,,,,,,,0-based,,0-31: Pattern A; 32-63: Pattern B; 64-95: Pattern C; 96-127: Pattern D
Bastl Instruments,Thyme+,Controls,Activate Bypass,,120,,0,127,,,,,,,0-based,,0-63: Off; 64-127: On
