manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,cc_default_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,nrpn_default_value,orientation,notes,usage
Plinky,Plinky 12,Voice mix,Sidechain amount,"Bipolar sidechain control, duck receive below centre, sidechain send above centre (low value at the current XY position)",37,,0,127,,,,,,,centered,Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~63: Duck receive; 64: Off; 65~127: Sidechain send
Plinky,Plinky 12,Random range,High-pass cutoff range,Width of the random range for high-pass cutoff at the current XY position (high value minus low value),44,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Low-pass cutoff range,Width of the random range for low-pass cutoff at the current XY position (high value minus low value),45,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Resonance range,Width of the random range for resonance at the current XY position (high value minus low value),46,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Attack range,Width of the random range for attack at the current XY position (high value minus low value),47,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Decay range,Width of the random range for decay at the current XY position (high value minus low value),48,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Sustain range,Width of the random range for sustain at the current XY position (high value minus low value),49,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Release range,Width of the random range for release at the current XY position (high value minus low value),50,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Glide range,Width of the random range for glide at the current XY position (high value minus low value),51,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Pitch range,Width of the random range for pitch at the current XY position (high value minus low value),52,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Octave range,Width of the random range for octave at the current XY position (high value minus low value),53,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Sub oscillator / noise range,Width of the random range for sub oscillator / noise at the current XY position (high value minus low value),54,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Wavefold / saturation range,Width of the random range for wavefold / saturation at the current XY position (high value minus low value),55,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Stereo spread range,Width of the random range for stereo spread at the current XY position (high value minus low value),56,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Delay send range,Width of the random range for delay send at the current XY position (high value minus low value),57,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Reverb send range,Width of the random range for reverb send at the current XY position (high value minus low value),58,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Toad factor range,Width of the random range for toad factor at the current XY position (high value minus low value),59,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Volume range,Width of the random range for volume at the current XY position (high value minus low value),60,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Timestretch range,Width of the random range for timestretch at the current XY position (high value minus low value),61,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Sample start range,Width of the random range for sample start at the current XY position (high value minus low value),62,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Sample length range,Width of the random range for sample length at the current XY position (high value minus low value),63,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Chorus / wobble range,Width of the random range for chorus / wobble at the current XY position (high value minus low value),64,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Random range,Sidechain amount range,Width of the random range for sidechain amount at the current XY position (high value minus low value),65,,0,127,,,,,,,0-based,Not the high value itself; Plinky randomises the parameter between low and low plus range. Voice presets listen on MIDI channels 1-12; stock panels use Toadstep tracks A-D on channels 1-4 and Chords All/Treble/Bass/Melody on channels 1-4,0~127: Range width
Plinky,Plinky 12,Mix,Bass EQ / compressor,Level of the low band (20 Hz to 125 Hz) of the master EQ and multiband compressor,16,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Mid EQ / compressor,Level of the mid band (125 Hz to 2.5 kHz) of the master EQ and multiband compressor,17,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Treble EQ / compressor,Level of the high band (2.5 kHz to 20 kHz) of the master EQ and multiband compressor,18,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Tape dry,Dry level of the internal tape (synth) voices,19,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Audio in dry,Dry level of the external audio input,20,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Tape delay send,Send from the synth voices to the tape delay,21,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Tape reverb send,Send from the synth voices to the reverb,22,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Audio in delay send,Send from the external audio input to the tape delay,23,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Audio in reverb send,Send from the external audio input to the reverb,24,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Reverb shimmer,Octave-shifted feedback in the reverb,25,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Reverb feedback,"Reverb feedback, acting like a size control",26,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Delay time,"Delay time, quantised to musical divisions and synced to the clock",27,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Delay feedback,Number of delay repeats,28,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Reverb return,Reverb return level,29,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Delay return,Delay return level,30,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Output level,Master output level at the audio jack and over USB,31,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Audio in sidechain,Sidechain amount applied from the external audio input,32,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Reverb sidechain,Sidechain amount applied to the reverb,33,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix,Delay sidechain,Sidechain amount applied to the delay,34,,0,127,,,,,,,0-based,Global mix preset is always on MIDI channel 13,0~127: Amount
Plinky,Plinky 12,Mix random range,Bass EQ / compressor range,Width of the random range for bass eq / compressor at the current XY position,44,,0,127,,,,,,,0-based,Only the first five mix parameters use a paired range value. Global mix preset is always on MIDI channel 13,0~127: Range width
Plinky,Plinky 12,Mix random range,Mid EQ / compressor range,Width of the random range for mid eq / compressor at the current XY position,45,,0,127,,,,,,,0-based,Only the first five mix parameters use a paired range value. Global mix preset is always on MIDI channel 13,0~127: Range width
Plinky,Plinky 12,Mix random range,Treble EQ / compressor range,Width of the random range for treble eq / compressor at the current XY position,46,,0,127,,,,,,,0-based,Only the first five mix parameters use a paired range value. Global mix preset is always on MIDI channel 13,0~127: Range width
Plinky,Plinky 12,Mix random range,Tape dry range,Width of the random range for tape dry at the current XY position,47,,0,127,,,,,,,0-based,Only the first five mix parameters use a paired range value. Global mix preset is always on MIDI channel 13,0~127: Range width
Plinky,Plinky 12,Mix random range,Audio in dry range,Width of the random range for audio in dry at the current XY position,48,,0,127,,,,,,,0-based,Only the first five mix parameters use a paired range value. Global mix preset is always on MIDI channel 13,0~127: Range width
Plinky,Plinky 12,Global,Tempo,Song tempo,,,,,,11,120,0,16383,,0-based,14-bit value equal to BPM multiplied by 24. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~16383: BPM times 24
Plinky,Plinky 12,Global,Raw XY position X,Raw X position of the XY pad,,,,,,32,4,0,127,,0-based,Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~127: X position
Plinky,Plinky 12,Global,Raw XY position Y,Raw Y position of the XY pad,,,,,,32,5,0,127,,0-based,Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~127: Y position
Plinky,Plinky 12,Global,State dump request,Asks Plinky to send its full NRPN state on USB MIDI port 1,,,,,,32,104,0,127,,0-based,Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: No effect; 1-127: Request full state dump
Plinky,Plinky 12,Global,Panel page select,Switches the page of a MIDI Panel Maker panel,,,,,,34,48,0,127,,0-based,Clamped to the available page count. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~127: Page index
Plinky,Plinky 12,Musical state,Key root,Current song key root,,,,,,33,76,0,127,,0-based,Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~127: MIDI note
Plinky,Plinky 12,Musical state,Scale mask,"12-bit pitch-class mask of the current scale relative to the key root, bit 0 is the root",,,,,,33,77,0,4095,,0-based,"14-bit value; major scale is 2741, natural minor is 1453. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value",0~4095: Pitch-class mask
Plinky,Plinky 12,Musical state,Chord root,Current chord root,,,,,,33,78,0,127,,0-based,Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~127: MIDI note
Plinky,Plinky 12,Musical state,Chord note mask,12-bit pitch-class mask of the current chord relative to the chord root,,,,,,33,79,0,4095,,0-based,"14-bit value; major triad is 145, minor triad is 137. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value",0~4095: Pitch-class mask
Plinky,Plinky 12,Musical state,Chord scale mask,12-bit pitch-class mask of the chord scale relative to the chord root,,,,,,33,80,0,4095,,0-based,14-bit value. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0~4095: Pitch-class mask
Plinky,Plinky 12,Musical state,Voicing note 1,Note 1 of the current chord voicing,,,,,,33,81,0,127,,0-based,Write 0 to terminate the voicing early. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: Terminator; 1~127: MIDI note
Plinky,Plinky 12,Musical state,Voicing note 2,Note 2 of the current chord voicing,,,,,,33,82,0,127,,0-based,Write 0 to terminate the voicing early. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: Terminator; 1~127: MIDI note
Plinky,Plinky 12,Musical state,Voicing note 3,Note 3 of the current chord voicing,,,,,,33,83,0,127,,0-based,Write 0 to terminate the voicing early. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: Terminator; 1~127: MIDI note
Plinky,Plinky 12,Musical state,Voicing note 4,Note 4 of the current chord voicing,,,,,,33,84,0,127,,0-based,Write 0 to terminate the voicing early. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: Terminator; 1~127: MIDI note
Plinky,Plinky 12,Musical state,Voicing note 5,Note 5 of the current chord voicing,,,,,,33,85,0,127,,0-based,Write 0 to terminate the voicing early. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: Terminator; 1~127: MIDI note
Plinky,Plinky 12,Musical state,Voicing note 6,Note 6 of the current chord voicing,,,,,,33,86,0,127,,0-based,Write 0 to terminate the voicing early. Shared musical state used by the Blocks and Chords panels to sync harmony between devices; writes take effect immediately. Advanced NRPN layer; CC 99/98 select the parameter and CC 6 (plus CC 38 for 14-bit values) writes it; Plinky auto-increments the NRPN number after each value,0: Terminator; 1~127: MIDI note
